season,year,month,hour,holiday,weekday,workingday,weather,temp,feel_temp,humidity,windspeed,count,dia,date
spring,0,1,8,False,1,True,clear,5.74,6.0600000000000005,0.5,19.0012,154,3,2023-01-03
spring,0,1,9,False,1,True,clear,6.5600000000000005,6.819999999999999,0.43,26.0027,88,3,2023-01-03
spring,0,1,10,False,1,True,clear,7.38,8.334999999999999,0.43,16.997899999999998,44,3,2023-01-03
spring,0,1,11,False,1,True,clear,8.200000000000001,9.09,0.4,22.0028,51,3,2023-01-03
spring,0,1,12,False,1,True,clear,9.02,10.605,0.35,19.9995,61,3,2023-01-03
spring,0,1,13,False,1,True,clear,9.84,10.605,0.35,19.0012,61,3,2023-01-03
spring,0,1,14,False,1,True,clear,10.66,12.12,0.3,19.0012,77,3,2023-01-03
spring,0,1,15,False,1,True,clear,10.66,12.12,0.3,16.997899999999998,72,3,2023-01-03
spring,0,1,16,False,1,True,clear,10.66,12.12,0.3,16.997899999999998,76,3,2023-01-03
spring,0,1,17,False,1,True,clear,9.84,11.365,0.3,15.0013,157,3,2023-01-03
spring,0,1,18,False,1,True,clear,9.84,12.88,0.32,7.0015,157,3,2023-01-03
spring,0,1,19,False,1,True,clear,8.200000000000001,12.88,0.47,0.0,110,3,2023-01-03
spring,0,1,20,False,1,True,clear,8.200000000000001,11.365,0.47,7.0015,52,3,2023-01-03
spring,0,1,21,False,1,True,clear,7.38,9.85,0.64,8.9981,52,3,2023-01-03
spring,0,1,22,False,1,True,clear,5.74,7.575,0.69,8.9981,20,3,2023-01-03
spring,0,1,23,False,1,True,clear,7.38,10.605,0.55,7.0015,12,3,2023-01-03
spring,0,1,0,False,2,True,clear,6.5600000000000005,9.09,0.55,7.0015,5,4,2023-01-04
spring,0,1,1,False,2,True,clear,6.5600000000000005,9.09,0.59,7.0015,2,4,2023-01-04
spring,0,1,2,False,2,True,clear,5.74,7.575,0.63,8.9981,1,4,2023-01-04
spring,0,1,4,False,2,True,clear,5.74,9.09,0.63,6.0032,2,4,2023-01-04
spring,0,1,5,False,2,True,clear,4.92,7.575,0.68,7.0015,4,4,2023-01-04
spring,0,1,6,False,2,True,clear,4.92,7.575,0.74,7.0015,36,4,2023-01-04
spring,0,1,7,False,2,True,clear,4.92,7.575,0.74,8.9981,94,4,2023-01-04
spring,0,1,8,False,2,True,clear,5.74,7.575,0.69,11.0014,179,4,2023-01-04
spring,0,1,9,False,2,True,clear,6.5600000000000005,7.575,0.64,15.0013,100,4,2023-01-04
spring,0,1,10,False,2,True,misty,6.5600000000000005,6.819999999999999,0.69,22.0028,42,4,2023-01-04
spring,0,1,11,False,2,True,clear,9.02,10.605,0.51,19.9995,57,4,2023-01-04
spring,0,1,12,False,2,True,clear,9.02,11.365,0.51,11.0014,78,4,2023-01-04
spring,0,1,13,False,2,True,clear,9.84,11.365,0.56,12.998,97,4,2023-01-04
spring,0,1,14,False,2,True,clear,10.66,12.88,0.52,15.0013,63,4,2023-01-04
spring,0,1,15,False,2,True,clear,11.48,13.635,0.52,16.997899999999998,65,4,2023-01-04
spring,0,1,16,False,2,True,clear,12.3,14.395,0.49,16.997899999999998,83,4,2023-01-04
spring,0,1,17,False,2,True,clear,11.48,13.635,0.48,15.0013,212,4,2023-01-04
spring,0,1,18,False,2,True,clear,10.66,12.88,0.48,12.998,182,4,2023-01-04
spring,0,1,19,False,2,True,clear,9.84,12.88,0.48,7.0015,112,4,2023-01-04
spring,0,1,20,False,2,True,clear,9.84,12.88,0.48,7.0015,54,4,2023-01-04
spring,0,1,21,False,2,True,clear,9.02,13.635,0.64,0.0,48,4,2023-01-04
spring,0,1,22,False,2,True,clear,9.02,12.88,0.64,6.0032,35,4,2023-01-04
spring,0,1,23,False,2,True,clear,8.200000000000001,11.365,0.69,6.0032,11,4,2023-01-04
spring,0,1,0,False,3,True,clear,8.200000000000001,12.88,0.64,0.0,6,5,2023-01-05
spring,0,1,1,False,3,True,clear,6.5600000000000005,9.85,0.74,6.0032,6,5,2023-01-05
spring,0,1,2,False,3,True,clear,6.5600000000000005,9.85,0.74,6.0032,2,5,2023-01-05
spring,0,1,4,False,3,True,clear,9.84,11.365,0.48,15.0013,2,5,2023-01-05
spring,0,1,5,False,3,True,clear,9.02,11.365,0.47,11.0014,3,5,2023-01-05
spring,0,1,6,False,3,True,clear,8.200000000000001,9.85,0.47,15.0013,33,5,2023-01-05
spring,0,1,7,False,3,True,clear,7.38,9.09,0.43,12.998,88,5,2023-01-05
spring,0,1,8,False,3,True,clear,8.200000000000001,9.09,0.4,19.9995,195,5,2023-01-05
spring,0,1,9,False,3,True,clear,9.02,9.85,0.37,22.0028,115,5,2023-01-05
spring,0,1,10,False,3,True,clear,9.02,9.85,0.37,22.0028,57,5,2023-01-05
spring,0,1,11,False,3,True,clear,10.66,11.365,0.33,22.0028,46,5,2023-01-05
spring,0,1,12,False,3,True,clear,10.66,11.365,0.33,22.0028,79,5,2023-01-05
spring,0,1,13,False,3,True,clear,11.48,12.88,0.3,19.9995,71,5,2023-01-05
spring,0,1,14,False,3,True,clear,12.3,14.395,0.28,12.998,62,5,2023-01-05
spring,0,1,15,False,3,True,clear,12.3,14.395,0.28,12.998,62,5,2023-01-05
spring,0,1,16,False,3,True,clear,12.3,15.909999999999998,0.28,6.0032,89,5,2023-01-05
spring,0,1,17,False,3,True,clear,9.84,11.365,0.38,12.998,190,5,2023-01-05
spring,0,1,18,False,3,True,clear,9.84,12.12,0.38,8.9981,169,5,2023-01-05
spring,0,1,19,False,3,True,clear,9.84,12.88,0.38,7.0015,132,5,2023-01-05
spring,0,1,20,False,3,True,clear,9.02,11.365,0.47,11.0014,89,5,2023-01-05
spring,0,1,21,False,3,True,clear,8.200000000000001,9.85,0.51,12.998,43,5,2023-01-05
spring,0,1,22,False,3,True,clear,7.38,9.85,0.55,8.9981,42,5,2023-01-05
spring,0,1,23,False,3,True,clear,8.200000000000001,12.88,0.47,0.0,19,5,2023-01-05
spring,0,1,0,False,4,True,clear,7.38,12.12,0.55,0.0,11,6,2023-01-06
spring,0,1,1,False,4,True,clear,6.5600000000000005,11.365,0.64,0.0,4,6,2023-01-06
spring,0,1,2,False,4,True,clear,6.5600000000000005,11.365,0.64,0.0,2,6,2023-01-06
spring,0,1,4,False,4,True,misty,6.5600000000000005,9.85,0.64,6.0032,1,6,2023-01-06
spring,0,1,5,False,4,True,misty,5.74,9.09,0.69,6.0032,4,6,2023-01-06
spring,0,1,6,False,4,True,misty,5.74,8.334999999999999,0.63,7.0015,36,6,2023-01-06
spring,0,1,7,False,4,True,misty,6.5600000000000005,11.365,0.59,0.0,95,6,2023-01-06
spring,0,1,8,False,4,True,clear,6.5600000000000005,11.365,0.59,0.0,219,6,2023-01-06
spring,0,1,9,False,4,True,misty,7.38,12.12,0.51,0.0,122,6,2023-01-06
spring,0,1,10,False,4,True,clear,8.200000000000001,12.88,0.47,0.0,45,6,2023-01-06
spring,0,1,11,False,4,True,clear,9.02,12.88,0.44,6.0032,59,6,2023-01-06
spring,0,1,12,False,4,True,clear,10.66,14.395,0.35,0.0,84,6,2023-01-06
spring,0,1,13,False,4,True,clear,10.66,13.635,0.35,7.0015,67,6,2023-01-06
spring,0,1,14,False,4,True,clear,11.48,13.635,0.36,11.0014,70,6,2023-01-06
spring,0,1,15,False,4,True,clear,11.48,13.635,0.36,0.0,62,6,2023-01-06
spring,0,1,16,False,4,True,clear,10.66,12.88,0.38,11.0014,86,6,2023-01-06
spring,0,1,17,False,4,True,clear,9.02,11.365,0.51,11.0014,172,6,2023-01-06
spring,0,1,18,False,4,True,clear,9.02,11.365,0.51,8.9981,163,6,2023-01-06
spring,0,1,19,False,4,True,clear,9.02,12.88,0.55,6.0032,112,6,2023-01-06
spring,0,1,20,False,4,True,clear,8.200000000000001,10.605,0.51,11.0014,69,6,2023-01-06
spring,0,1,21,False,4,True,misty,9.02,10.605,0.55,15.0013,48,6,2023-01-06
spring,0,1,22,False,4,True,misty,9.02,10.605,0.51,19.0012,52,6,2023-01-06
spring,0,1,23,False,4,True,misty,8.200000000000001,9.85,0.59,12.998,23,6,2023-01-06
spring,0,1,0,False,5,True,misty,8.200000000000001,9.85,0.64,12.998,17,7,2023-01-07
spring,0,1,1,False,5,True,misty,8.200000000000001,9.85,0.69,15.0013,7,7,2023-01-07
spring,0,1,2,False,5,True,misty,8.200000000000001,9.85,0.69,15.0013,1,7,2023-01-07
spring,0,1,4,False,5,True,misty,8.200000000000001,10.605,0.69,8.9981,1,7,2023-01-07
spring,0,1,5,False,5,True,rain,9.02,13.635,0.55,0.0,5,7,2023-01-07
spring,0,1,6,False,5,True,misty,8.200000000000001,12.88,0.69,0.0,34,7,2023-01-07
spring,0,1,7,False,5,True,clear,8.200000000000001,10.605,0.69,8.9981,84,7,2023-01-07
spring,0,1,8,False,5,True,clear,8.200000000000001,9.85,0.51,16.997899999999998,210,7,2023-01-07
spring,0,1,9,False,5,True,clear,8.200000000000001,9.09,0.47,19.9995,134,7,2023-01-07
spring,0,1,10,False,5,True,clear,9.02,9.85,0.37,22.0028,63,7,2023-01-07
spring,0,1,11,False,5,True,misty,8.200000000000001,9.85,0.4,15.0013,67,7,2023-01-07
spring,0,1,12,False,5,True,misty,8.200000000000001,9.85,0.37,16.997899999999998,59,7,2023-01-07
spring,0,1,13,False,5,True,misty,8.200000000000001,9.09,0.37,19.0012,73,7,2023-01-07
spring,0,1,14,False,5,True,misty,8.200000000000001,9.85,0.4,16.997899999999998,50,7,2023-01-07
spring,0,1,15,False,5,True,misty,8.200000000000001,10.605,0.37,11.0014,72,7,2023-01-07
spring,0,1,16,False,5,True,misty,8.200000000000001,10.605,0.37,11.0014,87,7,2023-01-07
spring,0,1,17,False,5,True,misty,8.200000000000001,12.88,0.37,0.0,187,7,2023-01-07
spring,0,1,18,False,5,True,clear,8.200000000000001,11.365,0.4,6.0032,123,7,2023-01-07
spring,0,1,19,False,5,True,clear,6.5600000000000005,9.85,0.55,6.0032,95,7,2023-01-07
spring,0,1,20,False,5,True,clear,7.38,10.605,0.47,7.0015,51,7,2023-01-07
spring,0,1,21,False,5,True,clear,7.38,9.85,0.47,8.9981,39,7,2023-01-07
spring,0,1,22,False,5,True,misty,7.38,9.85,0.43,11.0014,36,7,2023-01-07
spring,0,1,23,False,5,True,misty,7.38,9.85,0.51,11.0014,15,7,2023-01-07
spring,0,1,0,False,6,False,misty,7.38,9.85,0.51,11.0014,25,8,2023-01-08
spring,0,1,1,False,6,False,misty,7.38,10.605,0.55,6.0032,16,8,2023-01-08
spring,0,1,2,False,6,False,misty,7.38,12.12,0.55,0.0,16,8,2023-01-08
spring,0,1,3,False,6,False,rain,7.38,9.85,0.55,11.0014,7,8,2023-01-08
spring,0,1,4,False,6,False,rain,7.38,9.85,0.55,11.0014,1,8,2023-01-08
spring,0,1,5,False,6,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,5,8,2023-01-08
spring,0,1,6,False,6,False,misty,6.5600000000000005,8.334999999999999,0.74,11.0014,2,8,2023-01-08
spring,0,1,7,False,6,False,misty,6.5600000000000005,9.09,0.74,7.0015,9,8,2023-01-08
spring,0,1,8,False,6,False,rain,6.5600000000000005,9.09,0.93,7.0015,15,8,2023-01-08
spring,0,1,9,False,6,False,rain,6.5600000000000005,9.09,0.93,7.0015,20,8,2023-01-08
spring,0,1,10,False,6,False,misty,7.38,9.85,0.8,11.0014,61,8,2023-01-08
spring,0,1,11,False,6,False,misty,8.200000000000001,9.09,0.69,26.0027,62,8,2023-01-08
spring,0,1,12,False,6,False,misty,8.200000000000001,9.09,0.59,23.9994,98,8,2023-01-08
spring,0,1,13,False,6,False,clear,8.200000000000001,9.09,0.44,22.0028,102,8,2023-01-08
spring,0,1,14,False,6,False,clear,8.200000000000001,8.334999999999999,0.32,32.9975,95,8,2023-01-08
spring,0,1,15,False,6,False,clear,8.200000000000001,8.334999999999999,0.32,30.0026,74,8,2023-01-08
spring,0,1,16,False,6,False,clear,7.38,6.819999999999999,0.29,30.0026,76,8,2023-01-08
spring,0,1,17,False,6,False,clear,6.5600000000000005,6.0600000000000005,0.37,36.9974,69,8,2023-01-08
spring,0,1,18,False,6,False,clear,5.74,6.0600000000000005,0.39,19.9995,55,8,2023-01-08
spring,0,1,19,False,6,False,clear,5.74,6.0600000000000005,0.36,16.997899999999998,30,8,2023-01-08
spring,0,1,20,False,6,False,clear,4.92,6.0600000000000005,0.36,16.997899999999998,28,8,2023-01-08
spring,0,1,21,False,6,False,clear,4.92,5.305,0.39,23.9994,37,8,2023-01-08
spring,0,1,22,False,6,False,clear,4.92,5.305,0.36,26.0027,34,8,2023-01-08
spring,0,1,23,False,6,False,clear,4.1000000000000005,3.03,0.39,30.0026,22,8,2023-01-08
spring,0,1,0,False,0,False,clear,4.1000000000000005,3.790000000000001,0.42,26.0027,25,9,2023-01-09
spring,0,1,1,False,0,False,clear,4.1000000000000005,3.03,0.42,31.0009,12,9,2023-01-09
spring,0,1,2,False,0,False,clear,4.1000000000000005,3.03,0.46,31.0009,11,9,2023-01-09
spring,0,1,3,False,0,False,clear,4.1000000000000005,3.790000000000001,0.46,27.9993,4,9,2023-01-09
spring,0,1,4,False,0,False,clear,3.28,4.545,0.53,12.998,1,9,2023-01-09
spring,0,1,5,False,0,False,clear,3.28,4.545,0.53,12.998,1,2,2023-01-02
spring,0,1,6,False,0,False,clear,4.1000000000000005,4.545,0.49,19.0012,1,9,2023-01-09
spring,0,1,7,False,0,False,clear,3.28,4.545,0.53,12.998,6,9,2023-01-09
spring,0,1,8,False,0,False,clear,4.1000000000000005,4.545,0.49,19.0012,10,9,2023-01-09
spring,0,1,9,False,0,False,clear,4.92,3.790000000000001,0.46,35.0008,19,9,2023-01-09
spring,0,1,10,False,0,False,clear,5.74,5.305,0.43,26.0027,49,9,2023-01-09
spring,0,1,11,False,0,False,clear,6.5600000000000005,6.0600000000000005,0.4,35.0008,49,9,2023-01-09
spring,0,1,12,False,0,False,clear,7.38,6.819999999999999,0.37,30.0026,83,9,2023-01-09
spring,0,1,13,False,0,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,75,9,2023-01-09
spring,0,1,14,False,0,False,clear,9.02,9.09,0.32,31.0009,72,9,2023-01-09
spring,0,1,15,False,0,False,clear,9.02,9.85,0.35,23.9994,82,9,2023-01-09
spring,0,1,16,False,0,False,clear,8.200000000000001,8.334999999999999,0.34,30.0026,92,9,2023-01-09
spring,0,1,17,False,0,False,clear,7.38,7.575,0.37,26.0027,62,9,2023-01-09
spring,0,1,18,False,0,False,clear,6.5600000000000005,6.819999999999999,0.4,22.0028,48,9,2023-01-09
spring,0,1,19,False,0,False,clear,6.5600000000000005,6.819999999999999,0.43,22.0028,41,9,2023-01-09
spring,0,1,20,False,0,False,clear,5.74,6.0600000000000005,0.46,16.997899999999998,38,9,2023-01-09
spring,0,1,21,False,0,False,clear,5.74,5.305,0.46,27.9993,20,9,2023-01-09
spring,0,1,22,False,0,False,clear,5.74,6.0600000000000005,0.46,19.9995,15,9,2023-01-09
spring,0,1,23,False,0,False,clear,4.92,6.819999999999999,0.5,12.998,6,9,2023-01-09
spring,0,1,0,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,5,10,2023-01-10
spring,0,1,1,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,1,10,2023-01-10
spring,0,1,2,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,3,3,2023-01-03
spring,0,1,3,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,1,3,2023-01-03
spring,0,1,4,False,1,True,clear,4.1000000000000005,6.0600000000000005,0.54,8.9981,3,10,2023-01-10
spring,0,1,5,False,1,True,clear,4.1000000000000005,5.305,0.54,16.997899999999998,3,10,2023-01-10
spring,0,1,6,False,1,True,clear,4.92,6.0600000000000005,0.5,19.0012,31,10,2023-01-10
spring,0,1,7,False,1,True,clear,4.92,6.0600000000000005,0.5,15.0013,77,10,2023-01-10
spring,0,1,8,False,1,True,misty,4.92,6.0600000000000005,0.5,19.0012,188,10,2023-01-10
spring,0,1,9,False,1,True,misty,5.74,6.0600000000000005,0.5,16.997899999999998,94,10,2023-01-10
spring,0,1,10,False,1,True,misty,5.74,6.0600000000000005,0.5,19.9995,31,10,2023-01-10
spring,0,1,11,False,1,True,misty,6.5600000000000005,6.819999999999999,0.47,19.0012,30,10,2023-01-10
spring,0,1,12,False,1,True,misty,8.200000000000001,9.09,0.4,19.0012,52,10,2023-01-10
spring,0,1,13,False,1,True,misty,8.200000000000001,9.09,0.4,19.0012,54,10,2023-01-10
spring,0,1,14,False,1,True,misty,8.200000000000001,9.85,0.4,15.0013,47,10,2023-01-10
spring,0,1,15,False,1,True,misty,8.200000000000001,9.85,0.4,15.0013,45,10,2023-01-10
spring,0,1,16,False,1,True,clear,8.200000000000001,10.605,0.4,8.9981,74,10,2023-01-10
spring,0,1,17,False,1,True,clear,8.200000000000001,11.365,0.4,7.0015,178,10,2023-01-10
spring,0,1,18,False,1,True,clear,8.200000000000001,9.85,0.4,15.0013,155,10,2023-01-10
spring,0,1,19,False,1,True,clear,6.5600000000000005,8.334999999999999,0.47,11.0014,95,10,2023-01-10
spring,0,1,20,False,1,True,clear,6.5600000000000005,8.334999999999999,0.5,11.0014,74,10,2023-01-10
spring,0,1,21,False,1,True,clear,5.74,6.819999999999999,0.59,12.998,38,10,2023-01-10
spring,0,1,22,False,1,True,clear,5.74,7.575,0.59,11.0014,24,10,2023-01-10
spring,0,1,23,False,1,True,clear,5.74,7.575,0.59,11.0014,18,10,2023-01-10
spring,0,1,0,False,2,True,clear,5.74,8.334999999999999,0.59,7.0015,12,11,2023-01-11
spring,0,1,1,False,2,True,clear,5.74,7.575,0.59,11.0014,3,11,2023-01-11
spring,0,1,2,False,2,True,misty,6.5600000000000005,7.575,0.55,12.998,3,11,2023-01-11
spring,0,1,5,False,2,True,misty,6.5600000000000005,9.09,0.55,8.9981,6,11,2023-01-11
spring,0,1,6,False,2,True,misty,6.5600000000000005,9.09,0.55,8.9981,27,11,2023-01-11
spring,0,1,7,False,2,True,misty,6.5600000000000005,11.365,0.55,0.0,99,11,2023-01-11
spring,0,1,8,False,2,True,misty,7.38,10.605,0.51,6.0032,217,11,2023-01-11
spring,0,1,9,False,2,True,misty,7.38,9.85,0.51,11.0014,130,11,2023-01-11
spring,0,1,10,False,2,True,misty,8.200000000000001,10.605,0.51,11.0014,54,11,2023-01-11
spring,0,1,11,False,2,True,misty,8.200000000000001,10.605,0.47,8.9981,35,11,2023-01-11
spring,0,1,12,False,2,True,misty,8.200000000000001,11.365,0.51,7.0015,57,11,2023-01-11
spring,0,1,13,False,2,True,misty,8.200000000000001,11.365,0.59,6.0032,52,11,2023-01-11
spring,0,1,14,False,2,True,misty,8.200000000000001,11.365,0.59,6.0032,63,11,2023-01-11
spring,0,1,15,False,2,True,misty,6.5600000000000005,9.85,0.8,6.0032,47,11,2023-01-11
spring,0,1,16,False,2,True,misty,6.5600000000000005,7.575,0.86,15.0013,76,11,2023-01-11
spring,0,1,17,False,2,True,misty,6.5600000000000005,7.575,0.86,15.0013,136,11,2023-01-11
spring,0,1,18,False,2,True,rain,6.5600000000000005,9.09,0.93,7.0015,95,11,2023-01-11
spring,0,1,19,False,2,True,rain,6.5600000000000005,11.365,0.93,0.0,51,11,2023-01-11
spring,0,1,20,False,2,True,rain,6.5600000000000005,7.575,0.93,12.998,32,11,2023-01-11
spring,0,1,21,False,2,True,rain,6.5600000000000005,9.85,0.86,6.0032,20,11,2023-01-11
spring,0,1,22,False,2,True,rain,6.5600000000000005,9.09,0.93,7.0015,29,11,2023-01-11
spring,0,1,23,False,2,True,rain,6.5600000000000005,9.85,0.93,6.0032,19,11,2023-01-11
spring,0,1,0,False,3,True,misty,6.5600000000000005,9.85,0.86,6.0032,7,12,2023-01-12
spring,0,1,1,False,3,True,misty,6.5600000000000005,9.09,0.86,7.0015,6,12,2023-01-12
spring,0,1,2,False,3,True,clear,5.74,7.575,0.86,8.9981,1,12,2023-01-12
spring,0,1,5,False,3,True,clear,5.74,7.575,0.86,11.0014,5,12,2023-01-12
spring,0,1,6,False,3,True,clear,4.92,7.575,0.93,8.9981,16,12,2023-01-12
spring,0,1,7,False,3,True,clear,5.74,7.575,0.69,8.9981,54,12,2023-01-12
spring,0,1,8,False,3,True,clear,6.5600000000000005,8.334999999999999,0.59,11.0014,128,12,2023-01-12
spring,0,1,9,False,3,True,clear,6.5600000000000005,6.819999999999999,0.59,22.0028,81,12,2023-01-12
spring,0,1,10,False,3,True,clear,7.38,9.09,0.55,15.0013,39,12,2023-01-12
spring,0,1,11,False,3,True,clear,8.200000000000001,9.09,0.51,26.0027,35,12,2023-01-12
spring,0,1,12,False,3,True,clear,8.200000000000001,7.575,0.47,39.0007,55,12,2023-01-12
spring,0,1,13,False,3,True,clear,9.02,9.85,0.44,23.9994,49,12,2023-01-12
spring,0,1,14,False,3,True,clear,8.200000000000001,9.09,0.47,22.0028,44,12,2023-01-12
spring,0,1,15,False,3,True,clear,8.200000000000001,8.334999999999999,0.47,27.9993,49,12,2023-01-12
spring,0,1,16,False,3,True,clear,9.02,9.85,0.44,22.0028,68,12,2023-01-12
spring,0,1,17,False,3,True,clear,8.200000000000001,9.09,0.47,23.9994,139,12,2023-01-12
spring,0,1,18,False,3,True,clear,8.200000000000001,7.575,0.47,35.0008,137,12,2023-01-12
spring,0,1,19,False,3,True,clear,7.38,7.575,0.47,27.9993,83,12,2023-01-12
spring,0,1,20,False,3,True,clear,6.5600000000000005,6.819999999999999,0.5,22.0028,56,12,2023-01-12
spring,0,1,21,False,3,True,clear,6.5600000000000005,6.819999999999999,0.55,22.0028,57,12,2023-01-12
spring,0,1,22,False,3,True,clear,6.5600000000000005,6.0600000000000005,0.55,30.0026,33,12,2023-01-12
spring,0,1,23,False,3,True,clear,5.74,5.305,0.59,27.9993,20,12,2023-01-12
spring,0,1,0,False,4,True,clear,5.74,6.0600000000000005,0.59,19.0012,7,13,2023-01-13
spring,0,1,1,False,4,True,clear,5.74,6.0600000000000005,0.5,19.0012,2,13,2023-01-13
spring,0,1,2,False,4,True,clear,5.74,6.0600000000000005,0.5,23.9994,2,13,2023-01-13
spring,0,1,3,False,4,True,clear,5.74,6.0600000000000005,0.5,22.0028,3,6,2023-01-06
spring,0,1,4,False,4,True,clear,5.74,6.0600000000000005,0.5,16.997899999999998,4,13,2023-01-13
spring,0,1,5,False,4,True,clear,5.74,6.0600000000000005,0.5,19.9995,3,13,2023-01-13
spring,0,1,6,False,4,True,clear,4.92,7.575,0.54,8.9981,28,13,2023-01-13
